id_respon,timestamp,layanan,komentar_teks,id_pengisian,urut_komentar,label_manual,teks_casefold,tokens,tokens_nostop,tokens_stem,teks_bersih
078-04,29/01/2026 0:33:11,Helpdesk/Technical Support,tidak pernah melapor,78,4,,tidak pernah melapor,"['tidak', 'pernah', 'melapor']","['tidak', 'pernah', 'melapor']","['tidak', 'pernah', 'melapor']",tidak pernah melapor
078-05,29/01/2026 0:33:11,Saran Peningkatan,tidak ada kekurangan,78,5,,tidak ada kekurangan,"['tidak', 'ada', 'kekurangan']","['tidak', 'ada', 'kekurangan']","['tidak', 'ada', 'kekurangan']",tidak ada kekurangan
079-01,29/01/2026 4:53:52,Portal Akademik (WEB),web umsu sangat baik cuma terkadang suka nge down server nya saat masuk dan login tiba-tiba keluar lagi gk bisa,79,1,,web umsu sangat baik cuma terkadang suka nge down server nya saat masuk dan login tiba tiba keluar lagi gk bisa,"['web', 'umsu', 'sangat', 'baik', 'cuma', 'terkadang', 'suka', 'nge', 'down', 'server', 'nya', 'saat', 'masuk', 'dan', 'login', 'tiba', 'tiba', 'keluar', 'lagi', 'gk', 'bisa']","['web', 'umsu', 'baik', 'cuma', 'terkadang', 'suka', 'nge', 'down', 'server', 'saat', 'masuk', 'login', 'tiba', 'tiba', 'keluar', 'gk']","['web', 'umsu', 'baik', 'cuma', 'terkadang', 'suka', 'nge', 'down', 'server', 'saat', 'masuk', 'login', 'tiba', 'tiba', 'keluar', 'gk']",web umsu baik cuma terkadang suka nge down server saat masuk login tiba tiba keluar gk
079-02,29/01/2026 4:53:52,MyClass UMSU,my class saya jarang pakai cuma bagus,79,2,,my class saya jarang pakai cuma bagus,"['my', 'class', 'saya', 'jarang', 'pakai', 'cuma', 'bagus']","['my', 'class', 'jarang', 'pakai', 'cuma', 'bagus']","['my', 'class', 'jarang', 'pakai', 'cuma', 'bagus']",my class jarang pakai cuma bagus
079-03,29/01/2026 4:53:52,WiFi Kampus,wifi nya bagus cuma jaringan nya kadang suka hilang,79,3,,wifi nya bagus cuma jaringan nya kadang suka hilang,"['wifi', 'nya', 'bagus', 'cuma', 'jaringan', 'nya', 'kadang', 'suka', 'hilang']","['wifi', 'bagus', 'cuma', 'jaringan', 'kadang', 'suka', 'hilang']","['wifi', 'bagus', 'cuma', 'jaringan', 'kadang', 'suka', 'hilang']",wifi bagus cuma jaringan kadang suka hilang
079-04,29/01/2026 4:53:52,Helpdesk/Technical Support,bagus,79,4,,bagus,['bagus'],['bagus'],['bagus'],bagus
079-05,29/01/2026 4:53:52,Saran Peningkatan,bagus,79,5,,bagus,['bagus'],['bagus'],['bagus'],bagus
080-01,29/01/2026 5:57:38,Portal Akademik (WEB),Portal mudah di pahami tetapi terkadang server harus login 2 x akibat sistem server yang kurang kuat,80,1,,portal mudah di pahami tetapi terkadang server harus login x akibat sistem server yang kurang kuat,"['portal', 'mudah', 'di', 'pahami', 'tetapi', 'terkadang', 'server', 'harus', 'login', 'akibat', 'sistem', 'server', 'yang', 'kurang', 'kuat']","['portal', 'mudah', 'pahami', 'terkadang', 'server', 'login', 'akibat', 'sistem', 'server', 'kurang', 'kuat']","['portal', 'mudah', 'pahami', 'terkadang', 'server', 'login', 'akibat', 'sistem', 'server', 'kurang', 'kuat']",portal mudah pahami terkadang server login akibat sistem server kurang kuat
080-02,29/01/2026 5:57:38,MyClass UMSU,Saya jarang pakai my class untuk pembelajaran akibat kurang mengetahui secara rinci cara penggunaan nya .,80,2,,saya jarang pakai my class untuk pembelajaran akibat kurang mengetahui secara rinci cara penggunaan nya,"['saya', 'jarang', 'pakai', 'my', 'class', 'untuk', 'pembelajaran', 'akibat', 'kurang', 'mengetahui', 'secara', 'rinci', 'cara', 'penggunaan', 'nya']","['jarang', 'pakai', 'my', 'class', 'pembelajaran', 'akibat', 'kurang', 'mengetahui', 'secara', 'rinci', 'cara', 'penggunaan']","['jarang', 'pakai', 'my', 'class', 'pembelajaran', 'akibat', 'kurang', 'mengetahui', 'secara', 'rinci', 'cara', 'penggunaan']",jarang pakai my class pembelajaran akibat kurang mengetahui secara rinci cara penggunaan
080-03,29/01/2026 5:57:38,WiFi Kampus,"Saat saya di kampus selalu menggunakan WiFi dan itu sangat membantu , secara jaringan sangat memadai untun membantu aktivitas akademik saya",80,3,,saat saya di kampus selalu menggunakan wifi dan itu sangat membantu secara jaringan sangat memadai untun membantu aktivitas akademik saya,"['saat', 'saya', 'di', 'kampus', 'selalu', 'menggunakan', 'wifi', 'dan', 'itu', 'sangat', 'membantu', 'secara', 'jaringan', 'sangat', 'memadai', 'untun', 'membantu', 'aktivitas', 'akademik', 'saya']","['saat', 'kampus', 'selalu', 'menggunakan', 'wifi', 'membantu', 'secara', 'jaringan', 'memadai', 'untun', 'membantu', 'aktivitas', 'akademik']","['saat', 'kampus', 'selalu', 'menggunakan', 'wifi', 'membantu', 'secara', 'jaringan', 'memadai', 'untun', 'membantu', 'aktivitas', 'akademik']",saat kampus selalu menggunakan wifi membantu secara jaringan memadai untun membantu aktivitas akademik
080-04,29/01/2026 5:57:38,Helpdesk/Technical Support,"Membantu saya dalam menanyakan terkait permasalahan akademik saya , contoh nya di saat saya lupa username atau sandi akun akademik saya",80,4,,membantu saya dalam menanyakan terkait permasalahan akademik saya contoh nya di saat saya lupa username atau sandi akun akademik saya,"['membantu', 'saya', 'dalam', 'menanyakan', 'terkait', 'permasalahan', 'akademik', 'saya', 'contoh', 'nya', 'di', 'saat', 'saya', 'lupa', 'username', 'atau', 'sandi', 'akun', 'akademik', 'saya']","['membantu', 'menanyakan', 'terkait', 'permasalahan', 'akademik', 'contoh', 'saat', 'lupa', 'username', 'sandi', 'akun', 'akademik']","['membantu', 'menanyakan', 'terkait', 'permasalahan', 'akademik', 'contoh', 'saat', 'lupa', 'username', 'sandi', 'akun', 'akademik']",membantu menanyakan terkait permasalahan akademik contoh saat lupa username sandi akun akademik
080-05,29/01/2026 5:57:38,Saran Peningkatan,Bagus aja,80,5,,bagus aja,"['bagus', 'aja']","['bagus', 'aja']","['bagus', 'aja']",bagus aja
081-01,29/01/2026 6:40:20,Portal Akademik (WEB),seringnya masalah yang buat males buka portal tu karena servernya down dan ngelag kalau login,81,1,,seringnya masalah yang buat males buka portal tu karena servernya down dan ngelag kalau login,"['seringnya', 'masalah', 'yang', 'buat', 'males', 'buka', 'portal', 'tu', 'karena', 'servernya', 'down', 'dan', 'ngelag', 'kalau', 'login']","['seringnya', 'masalah', 'buat', 'males', 'buka', 'portal', 'tu', 'servernya', 'down', 'ngelag', 'kalau', 'login']","['seringnya', 'masalah', 'buat', 'males', 'buka', 'portal', 'tu', 'servernya', 'down', 'ngelag', 'kalau', 'login']",seringnya masalah buat males buka portal tu servernya down ngelag kalau login
081-02,29/01/2026 6:40:20,MyClass UMSU,jujur aku lebih suka tampilan Elearning UMSU yang lama daripada MyClass yang sekarang,81,2,,jujur aku lebih suka tampilan elearning umsu yang lama daripada myclass yang sekarang,"['jujur', 'aku', 'lebih', 'suka', 'tampilan', 'elearning', 'umsu', 'yang', 'lama', 'daripada', 'myclass', 'yang', 'sekarang']","['jujur', 'suka', 'tampilan', 'elearning', 'umsu', 'lama', 'daripada', 'myclass', 'sekarang']","['jujur', 'suka', 'tampilan', 'elearning', 'umsu', 'lama', 'daripada', 'myclass', 'sekarang']",jujur suka tampilan elearning umsu lama daripada myclass sekarang
081-03,29/01/2026 6:40:20,WiFi Kampus,kalau uda di lantai 3 atau 4 wifi tu mulai gaada wujudnya wkwk,81,3,,kalau uda di lantai atau wifi tu mulai gaada wujudnya wkwk,"['kalau', 'uda', 'di', 'lantai', 'atau', 'wifi', 'tu', 'mulai', 'gaada', 'wujudnya', 'wkwk']","['kalau', 'uda', 'lantai', 'wifi', 'tu', 'mulai', 'gaada', 'wujudnya', 'wkwk']","['kalau', 'uda', 'lantai', 'wifi', 'tu', 'mulai', 'gaada', 'wujudnya', 'wkwk']",kalau uda lantai wifi tu mulai gaada wujudnya wkwk
081-04,29/01/2026 6:40:20,Helpdesk/Technical Support,aku jarang dan hampir gak pernah pakai helpdesk IT ini,81,4,,aku jarang dan hampir gak pernah pakai helpdesk it ini,"['aku', 'jarang', 'dan', 'hampir', 'gak', 'pernah', 'pakai', 'helpdesk', 'it', 'ini']","['jarang', 'hampir', 'gak', 'pernah', 'pakai', 'helpdesk', 'it']","['jarang', 'hampir', 'gak', 'pernah', 'pakai', 'helpdesk', 'it']",jarang hampir gak pernah pakai helpdesk it
081-05,29/01/2026 6:40:20,Saran Peningkatan,"portal dan my class tu paling sering digunakan mahasiswa, tolong makin ditingkatkan sistemnya supaya gak terus terusan down servernyaa",81,5,,portal dan my class tu paling sering digunakan mahasiswa tolong makin ditingkatkan sistemnya supaya gak terus terusan down servernyaa,"['portal', 'dan', 'my', 'class', 'tu', 'paling', 'sering', 'digunakan', 'mahasiswa', 'tolong', 'makin', 'ditingkatkan', 'sistemnya', 'supaya', 'gak', 'terus', 'terusan', 'down', 'servernyaa']","['portal', 'my', 'class', 'tu', 'paling', 'sering', 'digunakan', 'mahasiswa', 'tolong', 'makin', 'ditingkatkan', 'sistemnya', 'gak', 'terus', 'terusan', 'down', 'servernyaa']","['portal', 'my', 'class', 'tu', 'paling', 'sering', 'digunakan', 'mahasiswa', 'tolong', 'makin', 'ditingkatkan', 'sistemnya', 'gak', 'terus', 'terusan', 'down', 'servernyaa']",portal my class tu paling sering digunakan mahasiswa tolong makin ditingkatkan sistemnya gak terus terusan down servernyaa
082-01,29/01/2026 7:44:15,Portal Akademik (WEB),"Saat login server selalu terlepas alias logout otomatis sehingga harus log in ulang, dan juga halaman nya juga lari² sehingga repot harus mencari dari awal halaman lagi",82,1,,saat login server selalu terlepas alias logout otomatis sehingga harus log in ulang dan juga halaman nya juga lari sehingga repot harus mencari dari awal halaman lagi,"['saat', 'login', 'server', 'selalu', 'terlepas', 'alias', 'logout', 'otomatis', 'sehingga', 'harus', 'log', 'in', 'ulang', 'dan', 'juga', 'halaman', 'nya', 'juga', 'lari', 'sehingga', 'repot', 'harus', 'mencari', 'dari', 'awal', 'halaman', 'lagi']","['saat', 'login', 'server', 'selalu', 'terlepas', 'alias', 'logout', 'otomatis', 'sehingga', 'log', 'in', 'ulang', 'halaman', 'lari', 'sehingga', 'repot', 'mencari', 'awal', 'halaman']","['saat', 'login', 'server', 'selalu', 'terlepas', 'alias', 'logout', 'otomatis', 'sehingga', 'log', 'in', 'ulang', 'halaman', 'lari', 'sehingga', 'repot', 'mencari', 'awal', 'halaman']",saat login server selalu terlepas alias logout otomatis sehingga log in ulang halaman lari sehingga repot mencari awal halaman
082-02,29/01/2026 7:44:15,MyClass UMSU,Saat mengerjakan tugas informasi yg di berikan mengenai cara pengerjaan kurang jelas,82,2,,saat mengerjakan tugas informasi yg di berikan mengenai cara pengerjaan kurang jelas,"['saat', 'mengerjakan', 'tugas', 'informasi', 'yg', 'di', 'berikan', 'mengenai', 'cara', 'pengerjaan', 'kurang', 'jelas']","['saat', 'mengerjakan', 'tugas', 'informasi', 'yg', 'berikan', 'mengenai', 'cara', 'pengerjaan', 'kurang', 'jelas']","['saat', 'mengerjakan', 'tugas', 'informasi', 'yg', 'berikan', 'mengenai', 'cara', 'pengerjaan', 'kurang', 'jelas']",saat mengerjakan tugas informasi yg berikan mengenai cara pengerjaan kurang jelas
082-03,29/01/2026 7:44:15,WiFi Kampus,Wifi selalu terputus dan tidak cukup untuk menjangkau seluruh kelas,82,3,,wifi selalu terputus dan tidak cukup untuk menjangkau seluruh kelas,"['wifi', 'selalu', 'terputus', 'dan', 'tidak', 'cukup', 'untuk', 'menjangkau', 'seluruh', 'kelas']","['wifi', 'selalu', 'terputus', 'tidak', 'cukup', 'menjangkau', 'seluruh', 'kelas']","['wifi', 'selalu', 'terputus', 'tidak', 'cukup', 'menjangkau', 'seluruh', 'kelas']",wifi selalu terputus tidak cukup menjangkau seluruh kelas
082-04,29/01/2026 7:44:15,Helpdesk/Technical Support,"Pengalaman dari teman saya, cukup bingung arahan dari heldesk karena penyampaiannya yg singkat",82,4,,pengalaman dari teman saya cukup bingung arahan dari heldesk karena penyampaiannya yg singkat,"['pengalaman', 'dari', 'teman', 'saya', 'cukup', 'bingung', 'arahan', 'dari', 'heldesk', 'karena', 'penyampaiannya', 'yg', 'singkat']","['pengalaman', 'teman', 'cukup', 'bingung', 'arahan', 'heldesk', 'penyampaiannya', 'yg', 'singkat']","['pengalaman', 'teman', 'cukup', 'bingung', 'arahan', 'heldesk', 'penyampaiannya', 'yg', 'singkat']",pengalaman teman cukup bingung arahan heldesk penyampaiannya yg singkat
082-05,29/01/2026 7:44:15,Saran Peningkatan,"Diberikan solusi lebih jelas, jika harus menghubungi langsung berikan jam operasionalnya atau no yg dapat dihubungi",82,5,,diberikan solusi lebih jelas jika harus menghubungi langsung berikan jam operasionalnya atau no yg dapat dihubungi,"['diberikan', 'solusi', 'lebih', 'jelas', 'jika', 'harus', 'menghubungi', 'langsung', 'berikan', 'jam', 'operasionalnya', 'atau', 'no', 'yg', 'dapat', 'dihubungi']","['diberikan', 'solusi', 'jelas', 'menghubungi', 'langsung', 'berikan', 'jam', 'operasionalnya', 'no', 'yg', 'dihubungi']","['diberikan', 'solusi', 'jelas', 'menghubungi', 'langsung', 'berikan', 'jam', 'operasionalnya', 'no', 'yg', 'dihubungi']",diberikan solusi jelas menghubungi langsung berikan jam operasionalnya no yg dihubungi
083-01,29/01/2026 10:35:31,Portal Akademik (WEB),Baik dan dapat dimengerti akhir” ini,83,1,,baik dan dapat dimengerti akhir ini,"['baik', 'dan', 'dapat', 'dimengerti', 'akhir', 'ini']","['baik', 'dimengerti', 'akhir']","['baik', 'dimengerti', 'akhir']",baik dimengerti akhir
083-02,29/01/2026 10:35:31,MyClass UMSU,Awal nya tidak mudah namun akhir” ini saya mulai paham,83,2,,awal nya tidak mudah namun akhir ini saya mulai paham,"['awal', 'nya', 'tidak', 'mudah', 'namun', 'akhir', 'ini', 'saya', 'mulai', 'paham']","['awal', 'tidak', 'mudah', 'akhir', 'mulai', 'paham']","['awal', 'tidak', 'mudah', 'akhir', 'mulai', 'paham']",awal tidak mudah akhir mulai paham
083-03,29/01/2026 10:35:31,WiFi Kampus,"Alhamdulillah lancar hampir seluruh titik saya ddk ada wifi , palingan lantai 4 susah Connect dan juga lantai 3",83,3,,alhamdulillah lancar hampir seluruh titik saya ddk ada wifi palingan lantai susah connect dan juga lantai,"['alhamdulillah', 'lancar', 'hampir', 'seluruh', 'titik', 'saya', 'ddk', 'ada', 'wifi', 'palingan', 'lantai', 'susah', 'connect', 'dan', 'juga', 'lantai']","['alhamdulillah', 'lancar', 'hampir', 'seluruh', 'titik', 'ddk', 'ada', 'wifi', 'palingan', 'lantai', 'susah', 'connect', 'lantai']","['alhamdulillah', 'lancar', 'hampir', 'seluruh', 'titik', 'ddk', 'ada', 'wifi', 'palingan', 'lantai', 'susah', 'connect', 'lantai']",alhamdulillah lancar hampir seluruh titik ddk ada wifi palingan lantai susah connect lantai
083-04,29/01/2026 10:35:31,Helpdesk/Technical Support,Blom pernah,83,4,,blom pernah,"['blom', 'pernah']","['blom', 'pernah']","['blom', 'pernah']",blom pernah
083-05,29/01/2026 10:35:31,Saran Peningkatan,Menjadi lebih naik lagi,83,5,,menjadi lebih naik lagi,"['menjadi', 'lebih', 'naik', 'lagi']",['naik'],['naik'],naik
084-01,29/01/2026 13:25:12,Portal Akademik (WEB),"Server sering log out sendiri ketika mau cetak krs,bayar uang kuliah dsb",84,1,,server sering log out sendiri ketika mau cetak krs bayar uang kuliah dsb,"['server', 'sering', 'log', 'out', 'sendiri', 'ketika', 'mau', 'cetak', 'krs', 'bayar', 'uang', 'kuliah', 'dsb']","['server', 'sering', 'log', 'out', 'sendiri', 'ketika', 'mau', 'cetak', 'krs', 'bayar', 'uang', 'kuliah', 'dsb']","['server', 'sering', 'log', 'out', 'sendiri', 'ketika', 'mau', 'cetak', 'krs', 'bayar', 'uang', 'kuliah', 'dsb']",server sering log out sendiri ketika mau cetak krs bayar uang kuliah dsb
084-02,29/01/2026 13:25:12,MyClass UMSU,Kadang bingung mau cari matkul nya,84,2,,kadang bingung mau cari matkul nya,"['kadang', 'bingung', 'mau', 'cari', 'matkul', 'nya']","['kadang', 'bingung', 'mau', 'cari', 'matkul']","['kadang', 'bingung', 'mau', 'cari', 'matkul']",kadang bingung mau cari matkul
084-03,29/01/2026 13:25:12,WiFi Kampus,Wifi nya kurang lancar,84,3,,wifi nya kurang lancar,"['wifi', 'nya', 'kurang', 'lancar']","['wifi', 'kurang', 'lancar']","['wifi', 'kurang', 'lancar']",wifi kurang lancar
085-01,29/01/2026 14:07:22,Portal Akademik (WEB),"Pengalaman positif, Portal Akademik sangat bermanfaat dalam mengakses informasi akademik secara terpusat, seperti Kartu Rencana Studi (KRS), Kartu Hasil Studi (KHS), jadwal perkuliahan, nilai, serta pengumuman akademik. Dengan adanya portal ini, mahasiswa tidak perlu datang langsung ke bagian akademik untuk mengurus administrasi dasar, sehingga lebih efisien dari segi waktu dan tenaga. Selain itu, tampilan menu yang terstruktur memudahkan mahasiswa dalam mencari informasi yang dibutuhkan.

Namun, saya juga mengalami pengalaman kurang baik saat menggunakan Portal Akademik. Beberapa kali sistem sulit diakses terutama pada masa pengisian KRS atau saat mendekati batas waktu tertentu. Hal ini kemungkinan disebabkan oleh tingginya jumlah pengguna yang mengakses secara bersamaan, sehingga server menjadi lambat atau mengalami error. Selain itu, terkadang terdapat keterlambatan pembaruan data, seperti nilai yang belum langsung muncul atau perubahan jadwal yang tidak segera terupdate, sehingga menimbulkan kebingungan bagi mahasiswa.",85,1,,pengalaman positif portal akademik sangat bermanfaat dalam mengakses informasi akademik secara terpusat seperti kartu rencana studi krs kartu hasil studi khs jadwal perkuliahan nilai serta pengumuman akademik dengan adanya portal ini mahasiswa tidak perlu datang langsung ke bagian akademik untuk mengurus administrasi dasar sehingga lebih efisien dari segi waktu dan tenaga selain itu tampilan menu yang terstruktur memudahkan mahasiswa dalam mencari informasi yang dibutuhkan namun saya juga mengalami pengalaman kurang baik saat menggunakan portal akademik beberapa kali sistem sulit diakses terutama pada masa pengisian krs atau saat mendekati batas waktu tertentu hal ini kemungkinan disebabkan oleh tingginya jumlah pengguna yang mengakses secara bersamaan sehingga server menjadi lambat atau mengalami error selain itu terkadang terdapat keterlambatan pembaruan data seperti nilai yang belum langsung muncul atau perubahan jadwal yang tidak segera terupdate sehingga menimbulkan kebingungan bagi mahasiswa,"['pengalaman', 'positif', 'portal', 'akademik', 'sangat', 'bermanfaat', 'dalam', 'mengakses', 'informasi', 'akademik', 'secara', 'terpusat', 'seperti', 'kartu', 'rencana', 'studi', 'krs', 'kartu', 'hasil', 'studi', 'khs', 'jadwal', 'perkuliahan', 'nilai', 'serta', 'pengumuman', 'akademik', 'dengan', 'adanya', 'portal', 'ini', 'mahasiswa', 'tidak', 'perlu', 'datang', 'langsung', 'ke', 'bagian', 'akademik', 'untuk', 'mengurus', 'administrasi', 'dasar', 'sehingga', 'lebih', 'efisien', 'dari', 'segi', 'waktu', 'dan', 'tenaga', 'selain', 'itu', 'tampilan', 'menu', 'yang', 'terstruktur', 'memudahkan', 'mahasiswa', 'dalam', 'mencari', 'informasi', 'yang', 'dibutuhkan', 'namun', 'saya', 'juga', 'mengalami', 'pengalaman', 'kurang', 'baik', 'saat', 'menggunakan', 'portal', 'akademik', 'beberapa', 'kali', 'sistem', 'sulit', 'diakses', 'terutama', 'pada', 'masa', 'pengisian', 'krs', 'atau', 'saat', 'mendekati', 'batas', 'waktu', 'tertentu', 'hal', 'ini', 'kemungkinan', 'disebabkan', 'oleh', 'tingginya', 'jumlah', 'pengguna', 'yang', 'mengakses', 'secara', 'bersamaan', 'sehingga', 'server', 'menjadi', 'lambat', 'atau', 'mengalami', 'error', 'selain', 'itu', 'terkadang', 'terdapat', 'keterlambatan', 'pembaruan', 'data', 'seperti', 'nilai', 'yang', 'belum', 'langsung', 'muncul', 'atau', 'perubahan', 'jadwal', 'yang', 'tidak', 'segera', 'terupdate', 'sehingga', 'menimbulkan', 'kebingungan', 'bagi', 'mahasiswa']","['pengalaman', 'positif', 'portal', 'akademik', 'bermanfaat', 'mengakses', 'informasi', 'akademik', 'secara', 'terpusat', 'kartu', 'rencana', 'studi', 'krs', 'kartu', 'hasil', 'studi', 'khs', 'jadwal', 'perkuliahan', 'nilai', 'pengumuman', 'akademik', 'adanya', 'portal', 'mahasiswa', 'tidak', 'perlu', 'datang', 'langsung', 'bagian', 'akademik', 'mengurus', 'administrasi', 'dasar', 'sehingga', 'efisien', 'segi', 'waktu', 'tenaga', 'selain', 'tampilan', 'menu', 'terstruktur', 'memudahkan', 'mahasiswa', 'mencari', 'informasi', 'dibutuhkan', 'mengalami', 'pengalaman', 'kurang', 'baik', 'saat', 'menggunakan', 'portal', 'akademik', 'kali', 'sistem', 'sulit', 'diakses', 'terutama', 'masa', 'pengisian', 'krs', 'saat', 'mendekati', 'batas', 'waktu', 'tertentu', 'hal', 'kemungkinan', 'disebabkan', 'tingginya', 'jumlah', 'pengguna', 'mengakses', 'secara', 'bersamaan', 'sehingga', 'server', 'lambat', 'mengalami', 'error', 'selain', 'terkadang', 'terdapat', 'keterlambatan', 'pembaruan', 'data', 'nilai', 'belum', 'langsung', 'muncul', 'perubahan', 'jadwal', 'tidak', 'segera', 'terupdate', 'sehingga', 'menimbulkan', 'kebingungan', 'mahasiswa']","['pengalaman', 'positif', 'portal', 'akademik', 'bermanfaat', 'mengakses', 'informasi', 'akademik', 'secara', 'terpusat', 'kartu', 'rencana', 'studi', 'krs', 'kartu', 'hasil', 'studi', 'khs', 'jadwal', 'perkuliahan', 'nilai', 'pengumuman', 'akademik', 'adanya', 'portal', 'mahasiswa', 'tidak', 'perlu', 'datang', 'langsung', 'bagian', 'akademik', 'mengurus', 'administrasi', 'dasar', 'sehingga', 'efisien', 'segi', 'waktu', 'tenaga', 'selain', 'tampilan', 'menu', 'terstruktur', 'memudahkan', 'mahasiswa', 'mencari', 'informasi', 'dibutuhkan', 'mengalami', 'pengalaman', 'kurang', 'baik', 'saat', 'menggunakan', 'portal', 'akademik', 'kali', 'sistem', 'sulit', 'diakses', 'terutama', 'masa', 'pengisian', 'krs', 'saat', 'mendekati', 'batas', 'waktu', 'tertentu', 'hal', 'kemungkinan', 'disebabkan', 'tingginya', 'jumlah', 'pengguna', 'mengakses', 'secara', 'bersamaan', 'sehingga', 'server', 'lambat', 'mengalami', 'error', 'selain', 'terkadang', 'terdapat', 'keterlambatan', 'pembaruan', 'data', 'nilai', 'belum', 'langsung', 'muncul', 'perubahan', 'jadwal', 'tidak', 'segera', 'terupdate', 'sehingga', 'menimbulkan', 'kebingungan', 'mahasiswa']",pengalaman positif portal akademik bermanfaat mengakses informasi akademik secara terpusat kartu rencana studi krs kartu hasil studi khs jadwal perkuliahan nilai pengumuman akademik adanya portal mahasiswa tidak perlu datang langsung bagian akademik mengurus administrasi dasar sehingga efisien segi waktu tenaga selain tampilan menu terstruktur memudahkan mahasiswa mencari informasi dibutuhkan mengalami pengalaman kurang baik saat menggunakan portal akademik kali sistem sulit diakses terutama masa pengisian krs saat mendekati batas waktu tertentu hal kemungkinan disebabkan tingginya jumlah pengguna mengakses secara bersamaan sehingga server lambat mengalami error selain terkadang terdapat keterlambatan pembaruan data nilai belum langsung muncul perubahan jadwal tidak segera terupdate sehingga menimbulkan kebingungan mahasiswa
